video_id,title,views,likes,comments,shares,face_present,emotion,sentiment
GScqYHotv1A,"Teri Baari Music Video | Tahir Raj Bhasin, Shweta Tripathi Sharma | Yeh Kaali Kaali Ankhein",274327,4553,206,0,1,neutral,0.21689505095598843
P2hw2tB3kzs,Shibu: The Supervillain | Tamil | Minnal Murali | Guru Somasundaram | Netflix India,137377,7022,207,0,1,fear,0.18378603749191982
QNbFkqCaOwA,Kishen Das Learns To Cook Pongal ft. @ChefDamusMulticuisine | Menu Please | Netflix India,275850,7786,151,0,1,happy,0.2508879419191919
-fbdid8MXZk,"Humra Sajaniya Music Video | Tahir Raj Bhasin, Anchal Singh | Yeh Kaali Kaali Ankhein",1388514,16464,690,0,1,neutral,0.1635527777777778
bRN5m0sBJy8,"Looop Lapeta | Official Trailer | Taapsee Pannu, Tahir Raj Bhasin | Netflix India",12853899,108737,3909,0,1,sad,0.1570058576839827
tYr_r4Pzspg,Anchal Singh as Purva | Teaser | Yeh Kaali Kaali Ankhein | Netflix India,2338026,3642,95,0,1,neutral,0.1692767180735931
DIuqg2arRoc,"Ep 4: How To FOMO | How To Fall In Love | Ayush Mehra, Tanya Maniktala | Netflix India",181581,4141,47,0,0,Unknown,0.09021428571428572
3xAE97ZDBEo,Tahir Raj Bhasin as Vikrant Singh Chauhan | Teaser | Yeh Kaali Kaali Ankhein | Netflix India,2060478,2303,67,0,1,neutral,0.16030052681992338
Kd3SBl2UtGw,Shweta Tripathi Sharma as Shikha | Teaser | Yeh Kaali Kaali Ankhein | Netflix India,2200837,3559,161,0,1,fear,0.23366919714745799
i0jgz7S-6Iw,Kapil Sharma: I'm Not Done Yet | Stand up Special | Official Trailer | Netflix India,2784258,116072,1361,0,1,happy,0.21224082972582972
3WIvyJ5yl9E,Toh Baat Pakki? | #NetflixForAll | Netflix India,4024581,1969,66,0,1,neutral,0.15760067783094098
BjprUjcOoUY,"Manu Meets Manvi | Ayushmann Khurrana, Vaani Kapoor | Chandigarh Kare Aashiqui | Netflix India",715892,9034,212,0,1,happy,0.18164290674603173
WriyhHlM0Z0,Chakda ‘Xpress | Official Announcement | Anushka Sharma | Netflix India,5310619,135400,4423,0,0,Unknown,0.06430454545454545
nweqkaQBm7Q,Kapil Sharma Is Finally Coming To Netflix! | Kapil Sharma: I'm Not Done Yet | Netflix India,1194581,53819,732,0,1,neutral,0.14682375541125536
rJVptjMonvQ,"Bheega Bheega Song Promo | Yeh Kaali Kaali Ankhein | Tahir Raj Bhasin, Shweta Tripathi, Anchal Singh",401853,8466,183,0,0,Unknown,0.15104494047619046
RiJdBAOtL5Y,Leonardo DiCaprio & Jennifer Lawrence's Interview Goes Wrong! | Don’t Look Up | Netflix India,256356,2674,325,0,1,sad,0.07858439891931743
R7P7HrV-Zbw,"The Biggest Pizza Pt. 2 ft. Tovino Thomas, Basil Joseph & Abish Mathew | Menu Please | Minnal Murali",631725,22909,397,0,1,happy,0.18220360863095236
cnsyOV5KKrk,"The Biggest Pizza Pt. 1 ft. Tovino Thomas, Basil Joseph & Abish Mathew | Menu Please | Minnal Murali",859786,34165,1145,0,1,happy,0.11072032377344877
AlPPP1iKf8o,Deepika Padukone & Ranbir Kapoor's New Year Celebration | Yeh Jawaani Hai Deewani | Netflix India,279792,8120,137,0,0,Unknown,0.2588091991341991
LOZU263ByZQ,"Now Revising : 2021 Ft. @aishmrj | Money Heist, Kota Factory & More! | Netflix India",154686,6901,108,0,1,neutral,0.11085094327441267
9eUox06RGPA,"Directors' Roundtable 2021 | @rajmas, Basil Joseph, Neeraj Ghaywan and More! | Netflix India",363253,5933,613,0,1,neutral,0.10750031791125542
y7YKSW42bqY,Leonardo DiCaprio & Jennifer Lawrence Break Down Don't Look Up | Shot By Shot | Netflix India,70814,1443,74,0,1,happy,0.22712697335831666
7uyEfa6B18s,"What Does Netflix Want From Us? | @Mythpat, @SlayyPointOfficial, @MostlySane & More! | Netflix India",1541951,66119,1060,0,1,happy,0.14351637972216583
MXKORKpAOHo,"The Actors' Roundtable Teaser | @rajmas, Tovino Thomas, Taapsee Pannu, Sanya Malhotra & more!",168199,3504,376,0,1,happy,0.06657777777777778
8fL0Mk3pxbA,Toh Baat Pakki? | #NetflixForAll | Netflix India,23827814,16349,555,0,1,neutral,0.07805555555555557
50_C-3OKuLk,Dulquer Salmaan Is In Trouble | Kurup | Netflix India,1054456,16151,386,0,1,neutral,0.1194946428571429
hXezYKuhx-8,Tovino Thomas Surprises Fans | Minnal Murali: Now Streaming! | Netflix India,1024618,63196,2363,0,1,happy,0.10773636363636367
KbZuBENAR8Y,Yuvraj Singh Puts Minnal Murali To The Test | Making of A Superhero | Tovino Thomas | Netflix India,6976146,232076,5088,0,1,sad,0.12953030303030302
aHzRdPED2NQ,R. Madhavan & Surveen Chawla Break The Big News | Decoupled | Netflix India,605097,9792,203,0,1,neutral,0.1763222001262626
qSiO0_LFdlo,"Netflix India Playback 2021 ft. @Shehnaazgillofficial, @tanmaybhat, Nawazuddin Siddiqui, Sonu Sood & More!",951989,49793,4350,0,1,sad,0.16958641975308644
lG69F7oUD3g,"Yeh Kaali Kaali Ankhein | Teaser | Tahir Raj Bhasin, Shweta Tripathi, Anchal Singh | Netflix India",1511227,31959,502,0,1,happy,0.17787489515692637
7wrxP2PPzLA,R Madhavan vs. Chetan Bhagat: War Of The Writers | Decoupled | Netflix India,484272,8178,204,0,1,sad,0.1313231149102634
INK38yEsM2Y,Minnal Murali: Making of a Superhero ft. The Great Khali | Tovino Thomas | Netflix India,9876817,295551,5250,0,1,happy,0.0696898148148148
BRKnep-ip_s,R Madhavan & Surveen Chawla Judge People At A Dinner Date | Decoupled | Netflix India,196568,2438,49,0,1,happy,0.2076255910165484
agqcsj2f_ow,Minnal Murali: Making of A Superhero | Tovino Thomas | Netflix India,2701819,133626,2013,0,0,Unknown,0.1484583333333333
GjHd0R5t_-A,"The Witcher Season 1 Recap In 60 Seconds | Henry Cavill, Anya Chalotra | The Witcher | Netflix India",187287,3994,113,0,1,neutral,0.10217574555074557
D77XJ0R7pj4,Dulquer Salmaan and Sobhita Dhulipala Take The Smoothie Challenge | Kurup | Netflix India,2181867,28296,563,0,1,happy,0.08275794252044255
iJYFeqnYLVw,Alia Bhatt’s Big Announcement | Happy New Prices! | Netflix India,6521715,80733,1150,0,0,Unknown,0.13631780303030305
ORKOb4sdEks,Trying Vegan Food With Raveena Tandon | Menu Please | Aranyak | Netflix India,199746,4833,148,0,1,happy,0.15993010694202703
-9PxZ1wQk9I,Squid Game Scene Breakdown ft. Ali Abdul | Anupam Tripathi | Netflix India,508112,27185,396,0,1,sad,0.024366666666666658
vw0IwHmr-pg,Money Heist Street Art in India | Mural Tribute | Netflix India,433173,27654,533,0,0,Unknown,0.08458333333333332
gAb_Wnf1zH0,"Squid Game or Game Over? | Part 2 | @Mythpat, @SlayyPointOfficial, @RJAbhinavv, @AakashGupta and More!",5167040,158900,3614,0,1,neutral,0.06691858974358975
naqz6CI4C1Q,"We Want A Wedding! | SAHELIS | Srishti Dixit, @kushakapila5643, @dollysinghofficial | Friends | Netflix India",380171,21369,531,0,1,sad,0.19313070436507934
Ga4TzjAeJIc,"The Ultimate Money Heist Fans | Baba Sehgal, Munawar Faruqui, VMinor & Verve Logic | Netflix India",518262,32750,1748,0,1,neutral,0.022145124716553288
dM-lmcCt_PQ,Akshay Kumar Reacts To Akshay Kumar Memes | Sooryavanshi | Netflix India,6135612,368976,2443,0,1,happy,0.14285892857142857
-LTIqHP12mo,"Ultimate Indian Squid Game Pt. 1 | @Mythpat, @SlayyPointOfficial, @RJAbhinavv, @AakashGupta, and  More!",9688262,261724,6776,0,1,neutral,0.05891904761904763
cxEMqx0jUEU,Thank You India! ft. Money Heist Cast | Netflix India,7075217,349281,7352,0,1,angry,0.2049612554112554
XFeqoKQV534,The End of Money Heist Part 5 Vol. 1 | Netflix India,1056932,43621,1388,0,0,happy,0.13534166666666667
8SXSI-clUYI,Money Heist Tamil Recap ft. RJ Balaji | Money Heist-um 120 Rubaiyum | Netflix India,1711376,104083,2148,0,1,sad,0.02916666666666667
RMTpFsYzpXM,Denver and Moscow Open The Bank's Vault | Money Heist | Netflix India,215725,8740,184,0,1,happy,0.12201666666666666
e0dea7qrLdk,"No Longer A Heist, This is War! | Money Heist | Netflix India",2500927,70423,1430,0,1,happy,0.12488724747474747
C7LWjfwjV6k,The Resistance Is Coming | Money Heist | Netflix India,1552992,65014,1117,0,0,Unknown,0.03521037296037295
MCDK6LF5jTw,Ayushmann Khurrana: Sabse Bada Fan Bole Ciao | #IndiaBoleCiao | Money Heist | Netflix India,14975040,79393,833,0,1,surprise,0.14396761363636365
XToW5-3tEr8,Rajinikanth Meets Prakash Raj At The Police Station | Annaatthe | Netflix India,4332760,44600,1026,0,1,angry,0.06147499999999998
wGlXX5rbPIU,DON’T LOOK UP | Official Hindi Trailer | Netflix India,710355,16848,412,0,1,sad,0.09790416666666665
oanwTx3kpzo,"The Money Heist Fan Anthem: Part 2 | Radhika Apte, Vikrant Massey, Anil Kapoor & More!",5036824,76439,1290,0,1,sad,0.09404220779220779
KcWcu1ytazY,"Aranyak | Official Trailer | Raveena Tandon, Parambrata Chatterjee, Ashutosh Rana | Netflix India",18702244,68859,1786,0,1,neutral,0.2605256410256411
MYJVPAxGh2Y,Emily in Paris Season 2 | Official Trailer | Netflix India,483770,11170,211,0,1,happy,0.11609829432720056
CzRlI0Ktl10,Teaser Vol. 2 | Money Heist | Netflix India,3023788,101153,1569,0,0,Unknown,0.0936224993756244
XOf46XeU7jo,DON’T LOOK UP | Official Trailer | Netflix India,1298347,40258,1240,0,0,happy,0.09104590548340549
WEJRErOEq4s,"Love Through Mani Ratnam's Eyes | Bombay, O Kadhal Kanmani, Dil Se, & More | Netflix India",529043,12320,253,0,1,happy,0.17649483225108223
fOgL3f3l5a4,Sex Education Season 3 | The Most Hilarious Bloopers | Netflix India,2086809,39141,275,0,0,Unknown,0.18142734126984128
C5I_Gnq28gs,"Welcome To The Wedding Jungle | Prashasti Singh, Veer Rajwant Singh, Delnaaz Irani & More!",147307,3616,93,0,1,happy,0.1357198561242679
7xcIdpdINLU,"Ratti Ratti Music Video | Sanya Malhotra, Abhimanyu Dassani | Meenakshi Sundareshwar | Netflix India",1324673,18204,309,0,1,neutral,0.2526692511192512
kpaw7bcNVp0,"Welcome, Single People! | @SamayRainaOfficial  & @SuhaniShah | Singles’ Club | Netflix India",435910,26976,696,0,0,Unknown,0.06682291666666669
QWd0F7UJ2F0,"Decoupled | Official Trailer | R Madhavan, Surveen Chawla | A Netflix Series",3985570,76413,1629,0,0,Unknown,0.1779718394403216
ILc1UQ1EV0M,"Bach Ke Rehna: RED NOTICE | Music Video | Badshah, DIVINE, JONITA, Mikey McCleary | Netflix India",46724270,467914,8313,0,0,angry,0.05081423611111112
0CK_0LoDSVg,Cricket vs. Dance Battle ft. Yuzvendra Chahal & @DhanashreeVerma | Meenakshi Sundareshwar,553994,18720,350,0,1,happy,0.13889583333333333
nZa0U-ARSgQ,Diwali Special Kaju Katli Recipe | @KabitasKitchen | Menu Please | Netflix India,159937,4552,123,0,1,happy,0.18313813356782108
7MQsKzyCbB4,"Doctor | Now Streaming | Sivakarthikeyan, Yogi Babu and Redin Kingsley | Netflix India",256459,12361,560,0,1,happy,0.0519404761904762
BC77pzewjvM,Bheem's Diwali Decorations | Mighty Little Bheem: Diwali | Netflix India,4665542,17173,0,0,0,Unknown,0.0
jcIeGrUUzn4,Minnal Murali | Official Kannada Trailer | Tovino Thomas | Basil Joseph | Sophia Paul |Netflix India,301612,16647,672,0,0,Unknown,0.1952132023358585
OJHlagfrL0c,Minnal Murali | Official Tamil Trailer | Tovino Thomas | Basil Joseph | Sophia Paul | Netflix India,1384138,69558,2090,0,0,Unknown,0.13132333333333335
Vctn-pq6MEs,Minnal Murali | Official Hindi Trailer | Tovino Thomas | Basil Joseph | Sophia Paul | Netflix India,4957239,169862,5706,0,0,Unknown,0.21716587301587303
yJQqmcHmiDM,"Mann Kesar Kesar | Music Video | Meenakshi Sundareshwar | Sanya Malhotra, Abhimanyu Dassani",10897911,131335,2541,0,1,neutral,0.19606143578643578
zAUAliz1TKA,Minnal Murali | Official Trailer | Tovino Thomas | Basil Joseph | Sophia Paul | Netflix India,16380223,697478,31122,0,0,Unknown,0.16834696969696972
bfHqMD9c3UY,"Dhruv & Kavya's Goodbye | Mithila Palkar, Dhruv Sehgal | Little Things | @DiceMediaIndia | Netflix India",195634,10257,344,0,0,Unknown,0.09880430382696005
g-AdZa_rD7w,Money Heist: Part 5 Volume 2 | Sneak Peek | Netflix India,2456323,84169,1300,0,1,neutral,0.0905171511028654
sGsabVSiPXY,"RED NOTICE | Official Hindi Trailer | Dwayne Johnson, Ryan Reynolds, Gal Gadot | Netflix India",4441778,135947,2064,0,1,sad,0.08591515151515151
ZzpLS6h2Jq0,"RED NOTICE | Official Trailer | Dwayne Johnson, Ryan Reynolds, Gal Gadot | Netflix India",3641942,112672,2133,0,1,sad,0.10362417027417022
YzcjhEDel1c,"Meenakshi Sundareshwar | Official Trailer | Sanya Malhotra, Abhimanyu Dassani | Netflix India",8458391,85662,1626,0,0,Unknown,0.21849230820105817
TmC6XalDJdU,The BEST Pujo Food in Kolkata ft. @TheBongGuyOfficial | Menu Please | Netflix India,989074,77360,2193,0,1,happy,0.17119827152014655
oaSOowkub9k,Little Things: The Final Recap | Mithila Palkar | Dhruv Sehgal | @DiceMediaIndia | Netflix India,630623,18662,238,0,0,Unknown,0.18510646367521374
f7AHllmuLyg,"Meenakshi Sundareshwar | Official Teaser | Sanya Malhotra, Abhimanyu Dassani | Netflix India",6548768,66173,2419,0,1,happy,0.11135911582341271
LGVRerqSwI4,"90’s Kids Revisit Jeans | Satshya, Kishen, Nirmal, Nagma, Arjun & Guru | Netflix India",848590,16703,545,0,1,neutral,0.09862836219336218
XRXwjgfZPW4,Mithila Palkar vs Dhruv Sehgal: The Nerf Gun Battle | Little Things 4 | @DiceMediaIndia | Netflix India,257743,7091,135,0,1,happy,0.14635426587301587
HJGtb9QYVRU,"Call My Agent Bollywood | Official Trailer | Aahana Kumra, Ayush Mehra, Rajat Kapoor, Soni Razdan",1810421,31031,825,0,0,Unknown,0.12004057539682539
4HWh5zNKaOI,6 Days Of Period | Yashaswini Dayama | Netflix India,413045,18629,324,0,1,happy,0.11751145833333335
UrvQCDDqQmc,"tick, tick...BOOM! | Official Trailer | Andrew Garfield | Netflix India",128703,4094,168,0,0,Unknown,0.0621075
XjF8oo0Zzzo,"Kaanthaa | Song | Mithila Palkar, Dhruv Sehgal | Little Things 4 | @DiceMediaIndia | Netflix India",1971486,42676,1140,0,1,happy,0.1024270833333333
3F4x4tswK-c,The Diary Entries | House of Secrets: The Burari Deaths | Netflix India,1805228,34800,1066,0,0,Unknown,0.012157180435305446
oYHJJlTsMTI,"Not Easy For Anyone | Kota Factory 2 | Ahsaas, Revathi, Urvi  | TVF | Netflix India",377699,14337,333,0,1,sad,0.07517443310657596
sry7BoNHIPs,Squid Game | Behind the Scenes | Netflix India,923062,27033,677,0,0,Unknown,0.05310555555555557
xN5J-Ld3G1s,House of Secrets: The Burari Deaths | Official Trailer | Netflix India,8416297,178591,7919,0,0,fear,-0.024122307900432904
hEqk10Kbgh4,Squid Game | Official Hindi Trailer | Netflix India,7268311,166022,4733,0,1,sad,0.07517261904761903
pEk7-0R_ygw,Mayur More vs. Ranjan Raj: Impressing Ahsaas Channa | Charm Battle | Kota Factory Season 2 | TVF,3099215,120477,1359,0,1,happy,0.0698343253968254
YFUECGINK-c,"Little Things Season 4 Official Trailer | Mithila Palkar, Dhruv Sehgal | @DiceMediaIndia | Netflix India",2104638,68661,1510,0,0,Unknown,0.12029151324865614
EKIxqFDCUQ4,"Kota Factory vs Mismatched | Jitendra Kumar, Prajakta Koli, Rohit Saraf & More! | Netflix India",393419,16952,884,0,0,sad,0.19020533174236787
8_SDE0knJuA,Road to Season 2 Trailer | The Witcher | Netflix India,556026,19248,482,0,1,neutral,0.13489626736111113
51KpljH1Mv0,Army of Thieves | Official Trailer | Zack Snyder | Netflix India,1218794,37752,878,0,0,Unknown,0.06859440235690235
h9jrj1aXcTw,"RED NOTICE | Exclusive Clip | Dwayne Johnson, Ryan Reynolds, Gal Gadot | Netflix India",605294,19462,546,0,1,fear,0.062426623376623365
BIzkqNo8zOc,TUDUM: India Spotlight | Netflix India,7019182,41124,1346,0,0,Unknown,0.030125000000000002
_XxvfHwI5y0,Every Coaching Class Ever ft. @SatishRay1  | Kota Factory Season 2 | TVF | Netflix India,4748524,174352,2652,0,1,angry,0.1221205808080808
bUE3yZiMAxU,Balmukund Meena | Teaser | Kota Factory Season 2 | TVF | Netflix India,2022121,77508,2135,0,1,happy,0.12403003472222224
CVDaY7AsQMA,Vaibhav Pandey | Teaser | Kota Factory Season 2 | TVF | Netflix India,1874225,94373,1954,0,1,neutral,0.09073320932539683
I022OHEzxvE,Sex Education | Season 3 | Trailer 2 | Netflix India,598474,19388,817,0,0,Unknown,0.05873906787656788
MIbIWRQhm1A,Sex Education Season 2 Recap ft. Otis and Eric | Netflix India,108572,4912,138,0,1,sad,0.18380820040466778
Kwwe9DN4x10,"Episode 4: Meant For Each Other? | Aryan & Meera Finale | Taaruk, Zayn, Ayush Mehra & Aisha Ahmed",2300947,47419,748,0,0,Unknown,0.2161186011904763
ErB-Fm77gso,Crime Stories: India Detectives | Official Trailer | Netflix India,1089190,18758,825,0,0,Unknown,0.21895306954619445
R4DwBHzh_3c,Raashii Khanna takes the Tamil Slang Challenge | Tughlaq Durbar | Netflix India,203442,5708,140,0,1,happy,0.11280037878787878
4WyT9LgmG20,Sex Education: The Best Advice | Netflix India,126040,4056,188,0,1,happy,0.08310732323232324
aG8KWYko8VY,Kota Factory 2 | Official Trailer | TVF | Netflix India,24692097,398270,12659,0,1,neutral,0.023052716727716725
2cIa377UWy4,Hyderabadi Veg Meal with Satyadev ft. @Mahathalli | Menu Please | Thimmarusu | Netflix India,235796,3633,144,0,1,happy,0.15511212121212123
-LMYuE8kCiM,Episode 3 - The Big Fight | Aryan & Meera | Taaruk Raina & Zayn Marie | Netflix India,1574903,33039,435,0,1,surprise,0.05784096771284271
8GRelJ8ngss,The Guilty | Official Trailer | Jake Gyllenhaal | Netflix,553077,16537,720,0,1,sad,0.1505898682598039
zm_PXo1E8iI,Sex Education | Season 3 | Official Trailer | Netflix India,1319869,46748,1583,0,1,sad,0.14964761752136752
wxphQxJ-1X0,Aditi Balan Tries Awful Food Combos Ft. Kishen Das | Menu Please | Netflix India,488460,10110,268,0,1,happy,0.11507019751082254
FXMnjGNIv78,Jeetu Bhaiya's Motivational Speech | Kota Factory | Netflix India,2718324,119419,1251,0,1,neutral,0.10760171957671956
IwTe8gd6018,A Special Message from the Cast of Money Heist | Netflix India,469520,23084,1264,0,1,angry,0.027608630952380947
k9N2eTBlkBc,"RED NOTICE | Official Teaser | Dwayne Johnson, Ryan Reynolds, Gal Gadot | Netflix India",6882137,233110,4987,0,1,sad,0.04823993443494821
mfcZXXP0kZw,The Money Heist Party ft. Tiger Shroff | Pepsi x Netflix India,5030912,190072,4568,0,1,happy,0.08988645833333334
LWFghjhtzq8,Post-Finale Behind The Scenes | Comedy Premium League | Netflix India,371805,14503,391,0,1,sad,0.050698412698412715
LsUZ7DkwPMw,Episode 2 - Anniversary Date Gone Wrong | Aryan & Meera | Taaruk Raina & Zayn Marie | Netflix India,2035648,37974,424,0,1,happy,0.08476597222222221
W_G5Lkqeb3s,"Breakfast with the Comedians | Menu Please | CPL | Tanmay, Prashasti, Rahul S, Rytasha & Kumar Varun",1003113,30767,858,0,1,happy,0.10666731481481478
2EgeSFbgYpQ,Kota Factory 2 | Official Teaser | TVF | Netflix India,8027189,431682,14548,0,1,neutral,0.0716240582912458
Z8EU_bIQQgw,The Ultimate Smoothie Challenge ft. Aryan & Meera | Taaruk Raina & Zayn Marie | Netflix India,667677,12841,131,0,1,fear,0.08562033730158732
Z8EU_bIQQgw,The Ultimate Smoothie Challenge ft. Aryan & Meera | Taaruk Raina & Zayn Marie | Netflix India,667677,12841,131,0,1,fear,0.08562033730158732
ArASWvVJAIw,"War of Wits | Comedy Premium League | Finale Now Streaming | Tanmay, Urooj, Prashasti & Amit",457275,20902,476,0,0,happy,0.07483567294973544
Z3alCrFuwY8,Intrusion | Official Trailer | Freida Pinto | Netflix India,778546,9776,259,0,0,Unknown,0.06402534271284271
xsXE4DoTnA8,Episode 1 - Moving In Together! | Aryan & Meera | Taaruk Raina & Zayn Marie | Netflix India,5477920,89760,1009,0,0,Unknown,0.14538042703823953
Tv5LYJEXJ9Y,Indian Parents Vs. Modern Romance | Ok Boomer! | @MostlySane  & @ankushbahuguna  | Netflix India,463311,19150,188,0,1,sad,0.14235912698412698
taWRk6MESqc,"The Making Of Navarasa | Mani Ratnam, Jayendra | Netflix India",258030,8261,314,0,1,neutral,0.0906124098124098
Lv8D0Ora8-4,"Aryan & Meera: A Netflix India YouTube Show | Official Trailer | Taaruk Raina, Zayn Marie Khan",447585,11444,286,0,1,happy,0.1874112435741342
M9zv9ghrDVk,The Ultimate Battle of Comedians | Comedy Premium League | Netflix India,933477,49401,2509,0,1,angry,0.0991239816317941
pw1WuzTYM3Q,Ankahi Kahaniya | Official Trailer | Netflix India,1066737,17625,517,0,1,neutral,0.1528227813852814
1EAtI2FJ1Z4,"Rajpal Yadav Gets Ready | Chup Chup Ke | Kareena Kapoor Khan, Neha Dhupia | Netflix India",4732616,54876,788,0,1,sad,0.08769047619047621
wZWd3C6SBSA,"Audition Tapes | Comedy Premium League | Samay Raina, Tanmay Bhat, Sumukhi & More | Netflix India",1355082,59939,1019,0,1,angry,0.058044642857142836
qGrEjnMQS00,Shah Rukh Khan Brings Electricity To Charanpur | Swades | Netflix India,463867,5621,245,0,1,angry,0.20807215007215002
WnO3WaBtnSs,Every Indian Parent Ever | Ok Boomer! | @MostlySane & @ankushbahuguna  | Netflix India,714972,27717,292,0,1,happy,0.13083527326839828
LxC1V2Yy_IE,Tokyo’s Most Badass Moments | Money Heist | Netflix India,250824,10126,272,0,0,Unknown,0.10545173160173162
ziRF_uDTMt0,Lucifer | Final Season Trailer | Netflix India,689625,41404,1173,0,1,happy,0.06567896825396825
4rZFHT8q1Wo,"@tanmaybhat , @rohanjoshi8016  & @TheAshishShakya  react to Dil Chahta Hai | Netflix India",1405770,54881,1119,0,1,happy,0.08606285714285715
DXE8GmL1QO4,"The Cutest Proposals | Friends, Jab We Met & More! | Netflix India",162212,4445,96,0,1,sad,0.15336982631189947
Ey5SUzJTtDM,"Electrifying Entrances | Baahubali, Baahubali 2 | Netflix India",1193876,13614,625,0,1,angry,0.06731026785714286
fWlMP_mPhRQ,"The Hospital Scene | Anil Kapoor, Priyanka Chopra, Ranveer Singh, Shefali Shah | Dil Dhadakne Do",351935,3861,82,0,1,neutral,0.1935681818181818
cJ1PQHfTdq4,Rajinikanth Arrives in Style | Petta | Netflix India,508124,10728,353,0,1,sad,0.08262896825396826
Rt6pOXomN8E,"To, My Dearest Office BFF | Ft. @aishmrj, Ahsaas Channa | Netflix India",338880,15357,225,0,1,happy,0.12115990259740256
5mQ_L_pox-I,Pankaj Tripathi Cooks Special Khichdi ft. Srishti Dixit | Menu Please | Netflix India,903248,26664,1116,0,1,happy,0.19474920449920444
CKFoO7EgMw4,"Who Knows Me Better? | Ahsaas Channa, @aishaahmed4615 , @ankushbahuguna  | Never Have I Ever Season 2",1165657,28410,448,0,1,happy,0.18530654761904763
JUCuZIPnk30,Kriti Sanon Answers Questions About Pregnancy | Mimi | Netflix India,783420,24447,410,0,1,happy,0.19923214826839827
EDrIhSbR7eM,Kinni Soni ft. Ayushmann Khurrana & Jonita Gandhi | Full Song | Feels Like Ishq | Netflix India,590119,13999,341,0,0,Unknown,0.09772949735449736
38Aj1JhOnrM,"Comedy Premium League | Official Trailer | Tanmay Bhat, Prajakta Koli, Samay Raina & Many More!",631152,30845,2036,0,1,sad,0.15272483800921305
RGHVvO8Hg1E,Meet Pankaj Tripathi As Bhanu | Mimi | Kriti Sanon | Netflix India,139307,5076,184,0,1,fear,0.32398094486531986
b8-2tn15USI,@MostlySane's Dating Tips | Prajakta Koli | Never Have I Ever 2 | Netflix India,130335,7110,160,0,1,neutral,0.18117936282467528
zWkMsSUABP0,Army of Thieves | Official Teaser | Zack Snyder | Netflix India,951244,18343,560,0,1,neutral,0.04951237373737372
x1UGN6GcOxQ,Aamir Khan visits Ishaan’s Home | Taare Zameen Par | Netflix India,1214367,14901,440,0,1,sad,0.15840744047619043
-dp2v3wRzvE,@aishmrj  & Dad React To Never Have I Ever Season 2 | Netflix India,658967,26795,422,0,1,happy,0.17558093772546898
xHfGZ0uDHf8,"Behind The Navarasas | Making of the Teaser | Mani Ratnam, Jayendra, Bharatbala | Netflix India",1660618,63650,1154,0,1,neutral,0.13577499999999998
Xq5JH7dVN_8,Meet Mimi’s Family | Mimi | Kriti Sanon & Pankaj Tripathi | Netflix India,682907,12785,326,0,1,happy,0.18444603174603177
etAPHXnEB8I,"Ek Chutki Sindoor | Shahrukh Khan, Deepika Padukone | Om Shanti Om | Netflix India",383318,4063,131,0,1,happy,0.1625786816991714
qQQgDlw4vtM,Who Will Win Rohit Saraf's Heart? Radhika Madan vs. Saba Azad | Feels Like Ishq | Netflix India,1582455,37598,409,0,1,happy,0.14707559523809524
Z9xkCiEthkM,"Do They Know Indian Slang? | Maitreyi Ramakrishnan, Lee Rodriguez & Ramona Young | Netflix India",5004216,129112,2207,0,1,sad,0.0396851476070226
arZ0tOwpRhU,Instant Songwriting Challenge | Saba Azad & Sanjeeta Bhattacharya | Feels Like Ishq | Netflix India,243980,5775,240,0,1,angry,0.22488095238095235
JREOxhNQoWg,The Ultimate Never Have I Ever Debate | Aisha Ahmed & Yashaswini Dayama | Netflix India,545845,26376,1047,0,1,happy,0.07945659069548872
be9C1meIylU,Kriti Sanon: Before v/s After | Mimi | Netflix India,1627607,35354,701,0,1,neutral,0.3259020311285936
mfg-scusLS8,Vikrant Massey Meets Tapsee Pannu For The First Time | Haseen Dillruba | Netflix India,2998591,20268,507,0,1,happy,0.1324293650793651
_sc3HyeNxPs,"Mimi | Official Trailer | Kriti Sanon, Pankaj Tripathi | Netflix India",23172468,666573,23079,0,1,happy,0.21899944083694095
gu2qsK6yZCY,Never Have I Ever | A @MostlySane Recap | Netflix India,697473,27263,541,0,1,fear,0.056533874458874485
dAGaL2CqVJ8,The Yummiest Bengali Food! ft. Ali Fazal & Harshvarrdhan Kapoor | Menu Please | Netflix India,430185,15678,690,0,1,happy,0.027423508146945656
pBoAsDX07T8,The Kissing Booth 3 | Official Trailer | Netflix India,1062520,39646,1629,0,1,fear,0.05929987373737374
H93uyyFVAqU,Taapsee Pannu And Vikrant Massey Take The Lie Detector Test | Haseen Dillruba | Netflix India,997736,23595,1064,0,0,happy,0.05996785714285714
frucdmP5mzM,"Munna Bhai MBBS Carrom Scene | Sanjay Dutt, Arshad Warsi | Netflix India",888115,7181,164,0,1,fear,0.16569558431537598
qWnK246hkk0,"Charcha with Virender Sehwag, @TheHarshBeniwal, Archana P Singh, Anita Hassanandani | Haseen Dillruba",1039215,61107,2122,0,1,neutral,0.024226010101010047
EuXrFmMkPAU,Can They Solve This Murder Mystery?? | Haseen Dillruba | Netflix India,4120558,154044,5240,0,1,sad,0.03973636363636363
PAj2CQh-AsQ,"Best Of Babu Bhaiya | Phir Hera Pheri Funniest Scenes | Paresh Rawal, Akshay Kumar | Netflix India",678753,36108,540,0,0,Unknown,0.18938211805555558
